AN924_RS09905	NZ_MBLI01000033.1	97.494	399	10	0	1	399	1488	292	0.0	820
AN924_RS09905	NZ_MBLH01000033.1	97.494	399	10	0	1	399	192079	193275	0.0	820
AN924_RS09905	NZ_MBLB01000017.1	97.494	399	10	0	1	399	17941	19137	0.0	820
AN924_RS09905	NZ_MBKK01000022.1	97.494	399	10	0	1	399	192057	193253	0.0	820
AN924_RS09905	NZ_MAWI01000032.1	97.494	399	10	0	1	399	220815	222011	0.0	820
AN924_RS09905	NZ_LBLK01000027.1	97.494	399	10	0	1	399	2856	1660	0.0	820
AN924_RS09905	NC_015600.1	97.995	399	7	1	1	399	1139866	1138673	0.0	818
AN924_RS09905	NC_015600.1	53.022	364	165	1	39	396	1198673	1197582	2.56e-126	402
AN924_RS09905	NC_015600.1	26.598	391	233	15	9	364	536258	535143	1.11e-20	95.1
AN924_RS09905	NC_015600.1	25.538	372	212	14	26	364	2083667	2084686	2.70e-13	72.4
AN924_RS09905	NZ_ALNF01000037.1	97.534	365	9	0	1	365	1156	62	0.0	751
AN924_RS09905	NZ_ATVP01000001.1	39.440	393	226	4	9	396	162739	161582	6.86e-88	291
AN924_RS09905	NZ_ATVP01000001.1	27.401	354	216	15	27	364	87625	86639	1.34e-19	91.7
AN924_RS09905	NZ_CP021867.1	35.263	380	228	5	5	377	2014896	2013790	1.07e-62	218
AN924_RS09905	NZ_CP021867.1	28.809	361	218	16	41	375	254582	253539	2.54e-23	103
AN924_RS09905	NZ_CP021867.1	24.198	343	221	12	41	369	409100	408147	1.58e-12	70.1
AN924_RS09905	NZ_CP021867.1	26.100	341	217	16	46	364	1995718	1994735	2.04e-12	69.7
AN924_RS09905	NC_017618.1	29.016	386	213	16	26	379	1500505	1501575	1.01e-24	107
AN924_RS09905	NC_017618.1	26.765	340	209	16	67	391	1731205	1732149	2.46e-15	78.6
AN924_RS09905	NC_017618.1	27.530	247	165	6	139	377	94869	94147	7.13e-14	73.9
AN924_RS09905	NZ_CP024050.1	29.016	386	213	16	26	379	1504040	1505110	1.01e-24	107
AN924_RS09905	NZ_CP024050.1	26.765	340	209	16	67	391	1733084	1734028	2.46e-15	78.6
AN924_RS09905	NZ_CP024050.1	27.530	247	165	6	139	377	94601	93879	6.24e-14	74.3
AN924_RS09905	NC_020526.1	29.016	386	213	16	26	379	1503571	1504641	1.01e-24	107
AN924_RS09905	NC_020526.1	26.765	340	209	16	67	391	1733493	1734437	2.46e-15	78.6
AN924_RS09905	NC_020526.1	27.530	247	165	6	139	377	94687	93965	7.13e-14	73.9
AN924_RS09905	NZ_FNZW01000001.1	26.546	388	237	15	9	364	838770	839885	1.91e-21	97.4
AN924_RS09905	NZ_FNZW01000001.1	35.404	161	95	5	210	370	756385	756840	1.29e-13	73.2
AN924_RS09905	NZ_KV757177.1	25.570	395	252	13	13	395	267665	268759	4.98e-21	96.3
AN924_RS09905	NZ_KV757177.1	23.200	375	245	13	16	364	649595	650668	2.04e-14	75.9
AN924_RS09905	NZ_CP008813.1	25.570	395	252	13	13	395	951612	950518	4.98e-21	96.3
AN924_RS09905	NZ_CP008813.1	23.200	375	245	13	16	364	567922	566849	2.04e-14	75.9
AN924_RS09905	PDXK01000006.1	28.571	301	187	10	90	371	1186676	1187551	5.35e-21	95.9
AN924_RS09905	PDXK01000006.1	27.297	381	220	16	18	364	1483511	1482438	1.10e-16	82.8
AN924_RS09905	PDXK01000006.1	27.297	381	220	16	18	364	292021	293094	1.10e-16	82.8
AN924_RS09905	PDXK01000006.1	27.297	381	220	16	18	364	305447	306520	1.10e-16	82.8
AN924_RS09905	PDXK01000006.1	25.287	348	210	16	49	377	28005	28955	2.28e-13	72.4
AN924_RS09905	PDXK01000006.1	25.287	348	210	16	49	377	335999	336949	2.28e-13	72.4
AN924_RS09905	PDXK01000006.1	25.287	348	210	16	49	377	380056	381006	2.28e-13	72.4
AN924_RS09905	PDXK01000006.1	26.100	341	217	16	46	364	247294	248277	2.04e-12	69.7
AN924_RS09905	NZ_GL636070.1	28.571	301	187	10	90	371	2026881	2027756	5.35e-21	95.9
AN924_RS09905	NZ_GL636070.1	27.297	381	220	16	18	364	63874	62801	1.10e-16	82.8
AN924_RS09905	NZ_GL636070.1	26.100	341	217	16	46	364	108285	107302	2.04e-12	69.7
AN924_RS09905	NZ_FZQN01000001.1	27.461	386	218	19	18	367	21392	20313	3.84e-17	84.3
AN924_RS09905	NZ_FMTH01000001.1	23.118	372	235	12	23	364	634641	635693	4.47e-15	77.8
AN924_RS09905	NZ_ATWZ01000005.1	33.908	174	106	5	210	383	810382	810876	6.94e-14	74.3
AN924_RS09905	NZ_KE384124.1	35.404	161	95	5	210	370	962212	962667	1.29e-13	73.2
AN924_RS09905	NZ_FOYC01000001.1	27.854	219	144	7	163	380	928439	927822	3.26e-12	68.9
AN924_RS09910	NZ_MBLB01000017.1	100.000	75	0	0	1	75	17691	17915	1.41e-45	154
AN924_RS09910	NZ_LBKH01000067.1	100.000	75	0	0	1	75	8151	8375	1.42e-45	154
AN924_RS09910	NZ_ALNF01000037.1	100.000	75	0	0	1	75	1406	1182	1.42e-45	154
AN924_RS09910	NZ_LBLK01000027.1	100.000	75	0	0	1	75	3106	2882	1.42e-45	154
AN924_RS09910	NZ_LBKI01000025.1	100.000	75	0	0	1	75	25146	25370	1.42e-45	154
AN924_RS09910	NZ_CZEB01000022.1	100.000	75	0	0	1	75	76803	76579	1.42e-45	154
AN924_RS09910	NZ_AEYY01000049.1	100.000	75	0	0	1	75	114077	113853	1.42e-45	154
AN924_RS09910	NZ_AEYY01000049.1	100.000	75	0	0	1	75	58235	58011	1.42e-45	154
AN924_RS09910	NZ_ALMQ01000002.1	100.000	75	0	0	1	75	80613	80389	1.42e-45	154
AN924_RS09910	NZ_CEDZ01000013.1	100.000	75	0	0	1	75	51904	52128	1.42e-45	154
AN924_RS09910	NZ_FIFQ01000003.1	100.000	75	0	0	1	75	51919	52143	1.42e-45	154
AN924_RS09910	NZ_MBKK01000022.1	100.000	75	0	0	1	75	191807	192031	1.42e-45	154
AN924_RS09910	NZ_MBLK01000033.1	100.000	75	0	0	1	75	191829	192053	1.42e-45	154
AN924_RS09910	NZ_MBLH01000033.1	100.000	75	0	0	1	75	191829	192053	1.42e-45	154
AN924_RS09910	NZ_MBLI01000033.1	100.000	75	0	0	1	75	1738	1514	1.42e-45	154
AN924_RS09910	NZ_ALKT01000054.1	100.000	75	0	0	1	75	116541	116765	1.42e-45	154
AN924_RS09910	NZ_MAWI01000032.1	100.000	75	0	0	1	75	220565	220789	1.42e-45	154
AN924_RS09910	NC_015600.1	100.000	75	0	0	1	75	1140116	1139892	1.42e-45	154
AN924_RS09910	NC_015600.1	58.333	72	30	0	2	73	1199014	1198799	8.36e-23	90.1
AN924_RS09910	NZ_CP012731.1	100.000	75	0	0	1	75	1981571	1981347	1.42e-45	154
AN924_RS09910	NZ_CP012731.1	60.274	73	29	0	1	73	1932784	1932566	2.04e-23	91.7
AN924_RS09910	NZ_CP024974.1	100.000	75	0	0	1	75	1281514	1281290	1.42e-45	154
AN924_RS09915	NZ_FJPW01000013.1	100.000	134	0	0	1	134	2746	2345	5.15e-86	273
AN924_RS09915	NZ_FJPS01000082.1	100.000	134	0	0	1	134	2746	2345	5.15e-86	273
AN924_RS09915	NZ_MBLB01000017.1	100.000	134	0	0	1	134	16963	17364	5.19e-86	273
AN924_RS09915	NZ_ALMN01000040.1	100.000	134	0	0	1	134	7750	7349	5.20e-86	273
AN924_RS09915	NZ_LBKH01000067.1	100.000	134	0	0	1	134	7423	7824	5.20e-86	273
AN924_RS09915	NZ_MVFO01000035.1	100.000	134	0	0	1	134	2655	2254	5.20e-86	273
AN924_RS09915	NZ_ALUZ01000053.1	100.000	134	0	0	1	134	8876	8475	5.21e-86	273
AN924_RS09915	NZ_FILJ01000017.1	100.000	134	0	0	1	134	5830	5429	5.21e-86	273
AN924_RS09915	NZ_ALND01000031.1	100.000	134	0	0	1	134	14527	14928	5.21e-86	273
AN924_RS09915	NZ_CECW01000004.1	100.000	134	0	0	1	134	11249	10848	5.21e-86	273
AN924_RS09915	NZ_CEEB01000001.1	100.000	134	0	0	1	134	59239	59640	5.22e-86	273
AN924_RS09915	NZ_AZIR01000063.1	100.000	134	0	0	1	134	45199	44798	5.22e-86	273
AN924_RS09915	NZ_LBLK01000027.1	100.000	134	0	0	1	134	3834	3433	5.22e-86	273
AN924_RS09915	NZ_CEDL01000001.1	100.000	134	0	0	1	134	3800	3399	5.22e-86	273
AN924_RS09915	NZ_LBKI01000025.1	100.000	134	0	0	1	134	24418	24819	5.22e-86	273
AN924_RS09915	NZ_FILT01000008.1	100.000	134	0	0	1	134	5827	5426	5.22e-86	273
AN924_RS09915	NZ_CEHE01000002.1	100.000	134	0	0	1	134	78567	78968	5.22e-86	273
AN924_RS09915	NZ_CDWM01000002.1	100.000	134	0	0	1	134	5840	5439	5.22e-86	273
AN924_RS09915	NZ_CDUB01000005.1	100.000	134	0	0	1	134	79060	79461	5.22e-86	273
AN924_RS09915	NZ_CEBM01000009.1	100.000	134	0	0	1	134	5840	5439	5.22e-86	273
AN924_RS09915	NZ_CDVQ01000002.1	100.000	134	0	0	1	134	79081	79482	5.22e-86	273
AN924_RS09915	NZ_FION01000008.1	100.000	134	0	0	1	134	79085	79486	5.22e-86	273
AN924_RS09915	NZ_FIPO01000007.1	100.000	134	0	0	1	134	5857	5456	5.22e-86	273
AN924_RS09915	NZ_FINI01000008.1	100.000	134	0	0	1	134	79111	79512	5.22e-86	273
AN924_RS09915	NZ_FIHO01000009.1	100.000	134	0	0	1	134	79243	79644	5.22e-86	273
AN924_RS09915	NZ_CEIJ01000001.1	100.000	134	0	0	1	134	79243	79644	5.22e-86	273
AN924_RS09915	NZ_CEIN01000002.1	100.000	134	0	0	1	134	79245	79646	5.22e-86	273
AN924_RS09915	NZ_CEKP01000001.1	100.000	134	0	0	1	134	79254	79655	5.22e-86	273
AN924_RS09915	NZ_CEKI01000001.1	100.000	134	0	0	1	134	5828	5427	5.22e-86	273
AN924_RS09915	NZ_CEHF01000001.1	100.000	134	0	0	1	134	79249	79650	5.22e-86	273
AN924_RS09915	NZ_CEHA01000002.1	100.000	134	0	0	1	134	79256	79657	5.22e-86	273
AN924_RS09915	NZ_CEDQ01000001.1	100.000	134	0	0	1	134	5830	5429	5.22e-86	273
AN924_RS09915	NZ_FILI01000009.1	100.000	134	0	0	1	134	5827	5426	5.22e-86	273
AN924_RS09915	NZ_CEKK01000001.1	100.000	134	0	0	1	134	5826	5425	5.22e-86	273
AN924_RS09915	NZ_CEJY01000001.1	100.000	134	0	0	1	134	5826	5425	5.22e-86	273
AN924_RS09915	NZ_CEJI01000001.1	100.000	134	0	0	1	134	79258	79659	5.22e-86	273
AN924_RS09915	NZ_CEHL01000002.1	100.000	134	0	0	1	134	79253	79654	5.22e-86	273
AN924_RS09915	NZ_FIGD01000009.1	100.000	134	0	0	1	134	79255	79656	5.22e-86	273
AN924_RS09915	NZ_CEIM01000002.1	100.000	134	0	0	1	134	5830	5429	5.22e-86	273
AN924_RS09915	NZ_FIKR01000008.1	100.000	134	0	0	1	134	79267	79668	5.22e-86	273
AN924_RS09915	NZ_CEKB01000003.1	100.000	134	0	0	1	134	5832	5431	5.22e-86	273
AN924_RS09915	NZ_CEKJ01000002.1	100.000	134	0	0	1	134	5828	5427	5.22e-86	273
AN924_RS09915	NZ_CEBK01000003.1	100.000	134	0	0	1	134	5840	5439	5.22e-86	273
AN924_RS09915	NZ_CDWD01000002.1	100.000	134	0	0	1	134	79272	79673	5.22e-86	273
AN924_RS09915	NZ_CDVS01000004.1	100.000	134	0	0	1	134	79272	79673	5.22e-86	273
AN924_RS09915	NZ_CDVC01000006.1	100.000	134	0	0	1	134	79272	79673	5.22e-86	273
AN924_RS09915	NZ_CDTS01000001.1	100.000	134	0	0	1	134	5840	5439	5.22e-86	273
AN924_RS09915	NZ_CDTQ01000002.1	100.000	134	0	0	1	134	5840	5439	5.22e-86	273
AN924_RS09915	NZ_CDSX01000002.1	100.000	134	0	0	1	134	79272	79673	5.22e-86	273
AN924_RS09915	NZ_CEBE01000002.1	100.000	134	0	0	1	134	79288	79689	5.22e-86	273
AN924_RS09915	NZ_FISF01000010.1	100.000	134	0	0	1	134	5858	5457	5.22e-86	273
AN924_RS09915	NZ_FIPG01000009.1	100.000	134	0	0	1	134	5859	5458	5.22e-86	273
AN924_RS09915	NZ_FINC01000008.1	100.000	134	0	0	1	134	5858	5457	5.22e-86	273
AN924_RS09915	NZ_FITE01000009.1	100.000	134	0	0	1	134	79302	79703	5.22e-86	273
AN924_RS09915	NZ_FIRQ01000009.1	100.000	134	0	0	1	134	79302	79703	5.22e-86	273
AN924_RS09915	NZ_FIMZ01000009.1	100.000	134	0	0	1	134	79301	79702	5.22e-86	273
AN924_RS09915	NZ_FIRV01000009.1	100.000	134	0	0	1	134	5864	5463	5.22e-86	273
AN924_RS09915	NZ_FISD01000009.1	100.000	134	0	0	1	134	6003	5602	5.22e-86	273
AN924_RS09915	NZ_CQDE01000008.1	100.000	134	0	0	1	134	6572	6171	5.22e-86	273
AN924_RS09915	NZ_FIOP01000007.1	100.000	134	0	0	1	134	5869	5468	5.22e-86	273
AN924_RS09915	NZ_FIKY01000009.1	100.000	134	0	0	1	134	78995	79396	5.22e-86	273
AN924_RS09915	NZ_FIJR01000007.1	100.000	134	0	0	1	134	78995	79396	5.22e-86	273
AN924_RS09915	NZ_FIJC01000008.1	100.000	134	0	0	1	134	78995	79396	5.22e-86	273
AN924_RS09915	NZ_FILH01000009.1	100.000	134	0	0	1	134	79008	79409	5.22e-86	273
AN924_RS09915	NZ_FIKX01000007.1	100.000	134	0	0	1	134	79010	79411	5.22e-86	273
AN924_RS09915	NZ_FIIT01000008.1	100.000	134	0	0	1	134	78995	79396	5.22e-86	273
AN924_RS09915	NZ_FIHK01000008.1	100.000	134	0	0	1	134	6670	6269	5.22e-86	273
AN924_RS09915	NZ_FIIV01000010.1	100.000	134	0	0	1	134	79009	79410	5.22e-86	273
AN924_RS09915	NZ_FIJV01000008.1	100.000	134	0	0	1	134	79008	79409	5.22e-86	273
AN924_RS09915	NZ_CEGS01000003.1	100.000	134	0	0	1	134	81959	81558	5.22e-86	273
AN924_RS09915	NZ_FILW01000009.1	100.000	134	0	0	1	134	79008	79409	5.22e-86	273
AN924_RS09915	NZ_FILG01000009.1	100.000	134	0	0	1	134	79008	79409	5.22e-86	273
AN924_RS09915	NZ_ALUP01000012.1	100.000	134	0	0	1	134	7857	7456	5.22e-86	273
AN924_RS09915	NZ_ALTM01000005.1	100.000	134	0	0	1	134	7910	7509	5.22e-86	273
AN924_RS09915	NZ_CEDK01000055.1	100.000	134	0	0	1	134	5826	5425	5.22e-86	273
AN924_RS09915	NZ_FIHC01000008.1	100.000	134	0	0	1	134	5830	5429	5.22e-86	273
AN924_RS09915	NZ_CEKD01000001.1	100.000	134	0	0	1	134	83621	84022	5.22e-86	273
AN924_RS09915	NZ_CEKC01000001.1	100.000	134	0	0	1	134	83623	84024	5.22e-86	273
AN924_RS09915	NZ_CEIK01000001.1	100.000	134	0	0	1	134	83628	84029	5.22e-86	273
AN924_RS09915	NZ_FIFI01000007.1	100.000	134	0	0	1	134	83611	84012	5.22e-86	273
AN924_RS09915	NZ_CEGR01000001.1	100.000	134	0	0	1	134	83625	84026	5.22e-86	273
AN924_RS09915	NZ_CECQ01000016.1	100.000	134	0	0	1	134	5834	5433	5.22e-86	273
AN924_RS09915	NZ_FILZ01000008.1	100.000	134	0	0	1	134	83341	83742	5.22e-86	273
AN924_RS09915	NZ_FIKG01000008.1	100.000	134	0	0	1	134	83350	83751	5.22e-86	273
AN924_RS09915	NZ_CECX01000005.1	100.000	134	0	0	1	134	34721	35122	5.22e-86	273
AN924_RS09915	NZ_FILV01000007.1	100.000	134	0	0	1	134	85988	86389	5.22e-86	273
AN924_RS09915	NZ_FIMQ01000006.1	100.000	134	0	0	1	134	88934	89335	5.22e-86	273
AN924_RS09915	NZ_FIFV01000006.1	100.000	134	0	0	1	134	91405	91806	5.22e-86	273
AN924_RS09915	NZ_FIFU01000007.1	100.000	134	0	0	1	134	91409	91810	5.22e-86	273
AN924_RS09915	NZ_CEJJ01000001.1	100.000	134	0	0	1	134	5830	5429	5.22e-86	273
AN924_RS09915	NZ_CEHI01000001.1	100.000	134	0	0	1	134	42625	43026	5.22e-86	273
AN924_RS09915	NZ_CEKM01000050.1	100.000	134	0	0	1	134	86907	87308	5.22e-86	273
AN924_RS09915	NZ_FIJT01000005.1	100.000	134	0	0	1	134	91163	91564	5.22e-86	273
AN924_RS09915	NZ_CEDX01000025.1	100.000	134	0	0	1	134	52808	53209	5.22e-86	273
AN924_RS09915	NZ_FILC01000006.1	100.000	134	0	0	1	134	5835	5434	5.22e-86	273
AN924_RS09915	NZ_FIFD01000006.1	100.000	134	0	0	1	134	5845	5444	5.22e-86	273
AN924_RS09915	NZ_CZEB01000022.1	100.000	134	0	0	1	134	77531	77130	5.23e-86	273
AN924_RS09915	NZ_CDSW01000109.1	100.000	134	0	0	1	134	5840	5439	5.23e-86	273
AN924_RS09915	NZ_ALNB01000002.1	100.000	134	0	0	1	134	30843	30442	5.23e-86	273
AN924_RS09915	NZ_FIJJ01000005.1	100.000	134	0	0	1	134	130346	130747	5.23e-86	273
AN924_RS09915	NZ_CRTO01000002.1	100.000	134	0	0	1	134	85871	86272	5.23e-86	273
AN924_RS09915	NZ_ALMQ01000002.1	100.000	134	0	0	1	134	81342	80941	5.23e-86	273
AN924_RS09915	NZ_CLFO01000002.1	100.000	134	0	0	1	134	87907	88308	5.23e-86	273
AN924_RS09915	NZ_CZEY01000059.1	100.000	134	0	0	1	134	78854	78453	5.23e-86	273
AN924_RS09915	NZ_CEDN01000007.1	100.000	134	0	0	1	134	77982	77581	5.23e-86	273
AN924_RS09915	NZ_FIIF01000004.1	100.000	134	0	0	1	134	78019	77618	5.23e-86	273
AN924_RS09915	NZ_CEIL01000045.1	100.000	134	0	0	1	134	114217	114618	5.23e-86	273
AN924_RS09915	NZ_FIIE01000004.1	100.000	134	0	0	1	134	11249	10848	5.23e-86	273
AN924_RS09915	NZ_CTJD01000003.1	100.000	134	0	0	1	134	111604	111203	5.23e-86	273
AN924_RS09915	NZ_FILM01000006.1	100.000	134	0	0	1	134	79260	79661	5.23e-86	273
AN924_RS09915	NZ_AUWB01000020.1	100.000	134	0	0	1	134	78645	79046	5.23e-86	273
AN924_RS09915	NZ_CKGJ01000002.1	100.000	134	0	0	1	134	69033	68632	5.23e-86	273
AN924_RS09915	NZ_FILN01000006.1	100.000	134	0	0	1	134	83562	83963	5.23e-86	273
AN924_RS09915	NZ_CEDG01000006.1	100.000	134	0	0	1	134	47993	47592	5.23e-86	273
AN924_RS09915	NZ_FIIN01000005.1	100.000	134	0	0	1	134	48001	47600	5.23e-86	273
AN924_RS09915	NZ_FIKS01000005.1	100.000	134	0	0	1	134	62208	61807	5.23e-86	273
AN924_RS09915	NZ_FIJX01000005.1	100.000	134	0	0	1	134	71346	70945	5.23e-86	273
AN924_RS09915	NZ_CEJD01000052.1	100.000	134	0	0	1	134	72230	71829	5.23e-86	273
AN924_RS09915	NZ_MBLH01000033.1	100.000	134	0	0	1	134	191101	191502	5.23e-86	273
AN924_RS09915	NZ_MBLI01000033.1	100.000	134	0	0	1	134	2466	2065	5.23e-86	273
AN924_RS09915	NZ_CEDD01000051.1	100.000	134	0	0	1	134	199091	199492	5.23e-86	273
AN924_RS09915	NZ_ALKT01000054.1	100.000	134	0	0	1	134	115813	116214	5.23e-86	273
AN924_RS09915	NZ_MAWI01000032.1	100.000	134	0	0	1	134	219837	220238	5.23e-86	273
AN924_RS09915	NZ_ATVP01000001.1	100.000	134	0	0	1	134	12760	13161	5.23e-86	273
AN924_RS09915	NZ_MJDR01000005.1	100.000	134	0	0	1	134	139016	139417	5.23e-86	273
AN924_RS09915	NZ_FIHH01000001.1	100.000	134	0	0	1	134	357202	357603	5.23e-86	273
AN924_RS09915	NZ_FIJH01000001.1	100.000	134	0	0	1	134	79248	79649	5.23e-86	273
AN924_RS09915	NZ_CQEL01000002.1	100.000	134	0	0	1	134	360721	360320	5.23e-86	273
AN924_RS09915	NZ_KV757177.1	100.000	134	0	0	1	134	556493	556092	5.23e-86	273
AN924_RS09915	PDXK01000006.1	100.000	134	0	0	1	134	653657	653256	5.23e-86	273
AN924_RS09915	NZ_CP008813.1	100.000	134	0	0	1	134	661012	661413	5.23e-86	273
AN924_RS09915	NC_017618.1	100.000	134	0	0	1	134	653770	654171	5.23e-86	273
AN924_RS09915	NZ_CP024050.1	100.000	134	0	0	1	134	714065	714466	5.23e-86	273
AN924_RS09915	NC_020526.1	100.000	134	0	0	1	134	657787	658188	5.23e-86	273
AN924_RS09915	NZ_CP012731.1	100.000	134	0	0	1	134	1982300	1981899	5.23e-86	273
AN924_RS09915	NZ_CP012731.1	45.865	133	72	0	1	133	1933536	1933138	8.12e-35	127
AN924_RS09915	NZ_CP021867.1	100.000	134	0	0	1	134	726919	727320	5.23e-86	273
AN924_RS09915	NZ_GL636070.1	100.000	134	0	0	1	134	1497455	1497054	5.23e-86	273
AN924_RS09915	NZ_FZQN01000001.1	99.254	134	1	0	1	134	516531	516130	1.28e-85	272
AN924_RS09915	NZ_CEDZ01000013.1	99.254	134	1	0	1	134	51176	51577	1.38e-85	272
AN924_RS09915	NZ_FIFQ01000003.1	99.254	134	1	0	1	134	51191	51592	1.38e-85	272
AN924_RS09915	NZ_MBKK01000022.1	99.254	134	1	0	1	134	191079	191480	2.66e-85	271
AN924_RS09915	NZ_MBLK01000033.1	99.254	134	1	0	1	134	191101	191502	2.66e-85	271
AN924_RS09915	NZ_ALNF01000037.1	98.507	134	2	0	1	134	2134	1733	3.35e-85	271
AN924_RS09915	NZ_AEYY01000049.1	98.507	134	2	0	1	134	114805	114404	3.36e-85	271
AN924_RS09915	NZ_AEYY01000049.1	98.507	134	2	0	1	134	58963	58562	3.36e-85	271
AN924_RS09915	NZ_CP024974.1	98.507	134	2	0	1	134	1282242	1281841	3.36e-85	271
AN924_RS09915	NC_015600.1	91.045	134	12	0	1	134	1140845	1140444	4.11e-79	253
AN924_RS09920	NZ_MBLB01000017.1	100.000	238	0	0	1	238	15979	16692	7.02e-155	476
AN924_RS09920	NZ_LBLK01000027.1	100.000	238	0	0	1	238	4818	4105	7.14e-155	476
AN924_RS09920	NZ_ALMQ01000002.1	100.000	238	0	0	1	238	82326	81613	7.16e-155	476
AN924_RS09920	NZ_CZEY01000059.1	100.000	238	0	0	1	238	79838	79125	7.16e-155	476
AN924_RS09920	NZ_CEDZ01000013.1	100.000	238	0	0	1	238	50192	50905	7.16e-155	476
AN924_RS09920	NZ_FIFQ01000003.1	100.000	238	0	0	1	238	50207	50920	7.16e-155	476
AN924_RS09920	NZ_MBKK01000022.1	100.000	238	0	0	1	238	190095	190808	7.16e-155	476
AN924_RS09920	NZ_MBLK01000033.1	100.000	238	0	0	1	238	190117	190830	7.16e-155	476
AN924_RS09920	NZ_MBLH01000033.1	100.000	238	0	0	1	238	190117	190830	7.16e-155	476
AN924_RS09920	NZ_MBLI01000033.1	100.000	238	0	0	1	238	3450	2737	7.16e-155	476
AN924_RS09920	NZ_ALKT01000054.1	100.000	238	0	0	1	238	114829	115542	7.16e-155	476
AN924_RS09920	NZ_MAWI01000032.1	100.000	238	0	0	1	238	218853	219566	7.16e-155	476
AN924_RS09920	NZ_CP012731.1	100.000	238	0	0	1	238	1983284	1982571	7.18e-155	476
AN924_RS09920	NZ_FJPW01000013.1	99.580	238	1	0	1	238	3730	3017	2.83e-154	474
AN924_RS09920	NZ_FJPS01000082.1	99.580	238	1	0	1	238	3730	3017	2.83e-154	474
AN924_RS09920	NZ_ALMN01000040.1	99.580	238	1	0	1	238	8734	8021	2.90e-154	474
AN924_RS09920	NZ_LBKH01000067.1	99.580	238	1	0	1	238	6439	7152	2.90e-154	474
AN924_RS09920	NZ_MVFO01000035.1	99.580	238	1	0	1	238	3639	2926	2.91e-154	474
AN924_RS09920	NZ_ALUZ01000053.1	99.580	238	1	0	1	238	9860	9147	2.91e-154	474
AN924_RS09920	NZ_FILJ01000017.1	99.580	238	1	0	1	238	6814	6101	2.92e-154	474
AN924_RS09920	NZ_ALND01000031.1	99.580	238	1	0	1	238	13543	14256	2.92e-154	474
AN924_RS09920	NZ_CECW01000004.1	99.580	238	1	0	1	238	12233	11520	2.92e-154	474
AN924_RS09920	NZ_CEEB01000001.1	99.580	238	1	0	1	238	58255	58968	2.93e-154	474
AN924_RS09920	NZ_AZIR01000063.1	99.580	238	1	0	1	238	46183	45470	2.93e-154	474
AN924_RS09920	NZ_CEDL01000001.1	99.580	238	1	0	1	238	4784	4071	2.93e-154	474
AN924_RS09920	NZ_LBKI01000025.1	99.580	238	1	0	1	238	23434	24147	2.93e-154	474
AN924_RS09920	NZ_FILT01000008.1	99.580	238	1	0	1	238	6811	6098	2.93e-154	474
AN924_RS09920	NZ_CEHE01000002.1	99.580	238	1	0	1	238	77583	78296	2.93e-154	474
AN924_RS09920	NZ_CDWM01000002.1	99.580	238	1	0	1	238	6824	6111	2.93e-154	474
AN924_RS09920	NZ_CDUB01000005.1	99.580	238	1	0	1	238	78076	78789	2.93e-154	474
AN924_RS09920	NZ_CEBM01000009.1	99.580	238	1	0	1	238	6824	6111	2.93e-154	474
AN924_RS09920	NZ_CDVQ01000002.1	99.580	238	1	0	1	238	78097	78810	2.93e-154	474
